annee,semestre,anonymat,carte,ue,credit,nom_prenoms,sexe,note,cohorte,filiere
2020-2021,4,A44ECF28,B00057,CHE2209,4,Gano Mahamadou,M,15.78,2019,SRI
2020-2021,4,A4235FA3,B00058,CHE2209,4,Sali Tidjani,M,14.76,2019,GC
2020-2021,4,AA094516,B00059,CHE2209,4,Karim Oumou,F,11.71,2019,LT
2020-2021,4,A0CF3098,B00060,CHE2209,4,Sacko Bakary,M,18.8,2019,GM
2020-2021,4,ADC8F01C,B00061,CHE2209,4,Oumar Cheick,M,17.88,2019,GL
2020-2021,4,AC2DBB0B,B00062,CHE2209,4,Sacko Ibrahim,M,18.66,2019,GL
2020-2021,4,A4892699,B00063,CHE2209,4,Camara Issiaka,M,1.68,2019,GC
2020-2021,4,A7F25F9D,B00064,CHE2209,4,Lala Awa,F,11.18,2019,GL
2020-2021,4,A7E4DDDA,B00065,CHE2209,4,Makan Vieux,M,14.01,2019,IS
2020-2021,4,A92B1306,B00066,CHE2209,4,Amadou Souleymane,M,19.21,2019,IS
2020-2021,4,AD6B17D3,B00067,CHE2209,4,Zacharie Salimata,F,17.53,2019,IA
2020-2021,4,A077C012,B00068,CHE2209,4,Camara Nouhou,M,13.03,2019,GE
2020-2021,4,A91FB1D3,B00069,CHE2209,4,Souleymane Zénab,F,16.02,2019,IA
2020-2021,4,AB0D72CC,B00070,CHE2209,4,Maïga Kassim,M,14.3,2019,SRI
2020-2021,4,AF57CB9F,B00071,CHE2209,4,Alassane Sada,M,14.45,2019,SRI
2020-2021,4,A99F0522,B00072,CHE2209,4,Tao Rachid,M,18.16,2019,GL
2020-2021,4,A1DCED28,B00073,CHE2209,4,Adama Daouda,M,14.5,2019,GM
2020-2021,4,A3DF14C2,B00074,CHE2209,4,Cissé Samba,M,14.53,2019,GM
2020-2021,4,ABE615E0,B00075,CHE2209,4,Bâ Zana,F,16.39,2019,GL
2020-2021,4,A4CDB493,B00076,CHE2209,4,Sangaré Abdou,M,18.3,2019,SRI
2020-2021,4,A224387D,B00077,CHE2209,4,Bamba Cheick,M,11.71,2019,IA
2020-2021,4,AD807E2D,B00078,CHE2209,4,Gakou Rahmatou,F,12.52,2019,GE
2020-2021,4,AEAC2B94,B00079,CHE2209,4,Karim Lamine,M,14.57,2019,GE
2020-2021,4,A079F848,B00080,CHE2209,4,Fatoumata Abdoulaye,M,14.13,2019,GL
2020-2021,4,A49529B1,B00081,CHE2209,4,Oumar Mahamane,M,15.6,2019,GL
2020-2021,4,A908F510,B00082,CHE2209,4,Kéita Aïda,F,14.33,2019,LT
2020-2021,4,A28AF623,B00083,CHE2209,4,Fatoumata Younoussa,M,20.0,2019,GL
2020-2021,4,A92CF342,B00084,CHE2209,4,Sangaré Modibo,M,10.41,2019,GE
2020-2021,4,A90BA7D3,B00085,CHE2209,4,Bouna Mahamane,M,16.31,2019,IA
2020-2021,4,AF81BEF9,B00086,CHE2209,4,Abdou Sitan,F,16.61,2019,GC
2020-2021,4,A5F0BCA8,B00087,CHE2209,4,Zoumana Boureima,M,16.95,2019,GE
2020-2021,4,AD9EB73C,B00088,CHE2209,4,Maïga Ousmane,M,14.92,2019,IA
2020-2021,4,A61B7FA2,B00089,CHE2209,4,Lassana Halima,F,10.67,2019,GC
2020-2021,4,A3F2C91C,B00090,CHE2209,4,Yacouba Issiaka,M,14.76,2019,GM
2020-2021,4,A73F1B6C,B00091,CHE2209,4,Djité Cheick,M,11.62,2019,IS
2020-2021,4,AB07F4AF,B00092,CHE2209,4,Bamba Fodé,M,16.19,2019,GE
2020-2021,4,A7AACFFD,B00093,CHE2209,4,Zoumana Boureima,M,11.63,2019,IA
2020-2021,4,A3D5A8AF,B00094,CHE2209,4,Coulibaly Daouda,M,14.47,2019,IS
2020-2021,4,A4830E32,B00095,CHE2209,4,Ibrahim Soumaïla,M,15.35,2019,SRI
2020-2021,4,A31E1B63,B00001,PHY2210,4,Issa Sata,F,12.58,2019,GL
2020-2021,4,A51D533C,B00002,PHY2210,4,Guindo Djibril,M,4.78,2019,GM
2020-2021,4,AC773862,B00003,PHY2210,4,Karim Vieux,M,0.41,2019,GL
2020-2021,4,A59C175B,B00004,PHY2210,4,Kanté Salif,M,10.51,2019,IS
2020-2021,4,A6813438,B00005,PHY2210,4,Zouma Souleymane,M,11.44,2019,GM
2020-2021,4,A5A74F91,B00006,PHY2210,4,Tao Djibril,M,13.63,2019,IA
2020-2021,4,A58A4E30,B00007,PHY2210,4,Mamadou Yasmine,F,12.5,2019,GC
2020-2021,4,A11DDA23,B00008,PHY2210,4,Berg Aïda,F,17.0,2019,IS
2020-2021,4,AD9AB4C2,B00009,PHY2210,4,Bakary Youssouf,M,12.56,2019,GL
2020-2021,4,AD047D3B,B00010,PHY2210,4,Sitan Fodé,M,17.01,2019,GC
2020-2021,4,A06439DC,B00011,PHY2210,4,Issa Aïssatou,F,15.09,2019,IA
2020-2021,4,A4745C6A,B00012,PHY2210,4,Zacharie Kadidia,F,3.37,2019,GL
2020-2021,4,AC06AEEF,B00013,PHY2210,4,Aminata Karim,M,0.28,2019,IA
2020-2021,4,A6C3C7D4,B00014,PHY2210,4,Diabaté Ibrahim,M,8.62,2019,GC
2020-2021,4,ACA0DD76,B00015,PHY2210,4,Aïcha Aïssatou,F,9.9,2019,GE
2020-2021,4,AFB6D318,B00016,PHY2210,4,Gakou Abdoulaye,M,8.93,2019,GC
2020-2021,4,A785E4DD,B00017,PHY2210,4,Lassana Sidi,M,10.21,2019,IA
2020-2021,4,A36FEB8D,B00018,PHY2210,4,Sata Cheick,M,9.25,2019,GM
2020-2021,4,A8FEBE91,B00019,PHY2210,4,Mata Djibril,M,0.62,2019,LT
2020-2021,4,A1F398C7,B00020,PHY2210,4,Sidibé M'mah,F,6.91,2019,IA
2020-2021,4,A5E2718A,B00021,PHY2210,4,Halima Kassim,M,10.0,2019,GL
2020-2021,4,A0E37447,B00022,PHY2210,4,Habib Moussa,M,14.58,2019,LT
2020-2021,4,ABD9F846,B00023,PHY2210,4,Berg Aïcha,F,8.17,2019,LT
2020-2021,4,AC3731B2,B00024,PHY2210,4,Gakou Hawa,F,10.69,2019,GL
2020-2021,4,AF256CB5,B00025,PHY2210,4,Rahmatou Assa,F,10.33,2019,GM
2020-2021,4,A8EB8FDD,B00026,PHY2210,4,Nafissa Fatou,F,7.61,2019,IS
2020-2021,4,A1149066,B00027,PHY2210,4,Mata Bakary,M,12.75,2019,IS
2020-2021,4,A52EC93B,B00028,PHY2210,4,Mamadou Rahmatou,F,5.35,2019,IS
2020-2021,4,AABE3263,B00029,PHY2210,4,Koman Nafissa,F,3.12,2019,GL
2020-2021,4,ACC2EC0E,B00030,PHY2210,4,Awa Abdoulaye,M,8.14,2019,GE
2020-2021,4,AF954601,B00031,PHY2210,4,Traoré Sidi,M,7.25,2019,GM
2020-2021,4,AA2C64E4,B00032,PHY2210,4,Nabintou Youssouf,M,6.59,2019,IA
2020-2021,4,AD17AD4E,B00033,PHY2210,4,Djibril Bakary,M,12.42,2019,GC
2020-2021,4,A901D989,B00034,PHY2210,4,Ibrahim Boureima,M,13.49,2019,IS
2020-2021,4,A7AF5541,B00035,PHY2210,4,Sylla Abdoulaye,M,5.13,2019,SRI
2020-2021,4,AF02D1AB,B00036,PHY2210,4,Salimata Elhadj,M,13.86,2019,GC
2020-2021,4,AE61D142,B00037,PHY2210,4,Zacharie Habib,M,2.37,2019,GE
2020-2021,4,A37165BA,B00038,PHY2210,4,Keita Fodé,M,9.31,2019,IS
2020-2021,4,A233A7DD,B00039,PHY2210,4,Zoumana Fanta,F,2.98,2019,LT
2020-2021,4,A8BFE517,B00040,PHY2210,4,Kadiatou Mamane,M,13.16,2019,GC
2020-2021,4,A3031285,B00041,PHY2210,4,Barry Ousmane,M,2.48,2019,GC
2020-2021,4,A44FC3D4,B00042,PHY2210,4,Younoussa Boureima,M,9.1,2019,GM
2020-2021,4,A2DF4567,B00043,PHY2210,4,Gakou Fanta,F,8.93,2019,IA
2020-2021,4,A84C72D9,B00044,PHY2210,4,Zouma Fatou,F,10.79,2019,GE
2020-2021,4,ADF08647,B00045,PHY2210,4,Mariam Ibrahim,M,15.39,2019,IS
2020-2021,4,A4C24F61,B00046,PHY2210,4,Yattabaye Abdou,M,9.3,2019,SRI
2020-2021,4,A9441997,B00047,PHY2210,4,Diabaté Mahamadou,M,19.29,2019,GM
2020-2021,4,A36F6C19,B00048,PHY2210,4,Koné Harouna,M,2.35,2019,IA
2020-2021,4,AC4AAE1D,B00049,PHY2210,4,Younoussa Issiaka,M,11.93,2019,LT
2020-2021,4,AC006A0F,B00050,PHY2210,4,Oumou Lassana,M,4.86,2019,GC
2020-2021,4,A6CA6F44,B00051,PHY2210,4,Kanté Zacharie,M,6.65,2019,GM
2020-2021,4,AFBDA9C3,B00052,PHY2210,4,Oumou Souleymane,M,9.03,2019,GL
2020-2021,4,AED7182B,B00053,PHY2210,4,Tandja Brahima,M,12.92,2019,GM
2020-2021,4,A348C74A,B00054,PHY2210,4,Keita Alhassane,M,9.06,2019,GE
2020-2021,4,A98A6D0A,B00055,PHY2210,4,Zouolé Amadou,M,1.18,2019,IA
2020-2021,4,AF699897,B00056,PHY2210,4,Salimata Abdoulaye,M,3.1,2019,GL
2020-2021,4,A44ECF28,B00057,PHY2210,4,Gano Mahamadou,M,3.98,2019,SRI
2020-2021,4,A4235FA3,B00058,PHY2210,4,Sali Tidjani,M,11.67,2019,GC
2020-2021,4,AA094516,B00059,PHY2210,4,Karim Oumou,F,9.17,2019,LT
2020-2021,4,A0CF3098,B00060,PHY2210,4,Sacko Bakary,M,9.19,2019,GM
2020-2021,4,ADC8F01C,B00061,PHY2210,4,Oumar Cheick,M,7.82,2019,GL
2020-2021,4,AC2DBB0B,B00062,PHY2210,4,Sacko Ibrahim,M,12.65,2019,GL
2020-2021,4,A4892699,B00063,PHY2210,4,Camara Issiaka,M,2.45,2019,GC
2020-2021,4,A7F25F9D,B00064,PHY2210,4,Lala Awa,F,6.24,2019,GL
2020-2021,4,A7E4DDDA,B00065,PHY2210,4,Makan Vieux,M,9.37,2019,IS
2020-2021,4,A92B1306,B00066,PHY2210,4,Amadou Souleymane,M,13.16,2019,IS
2020-2021,4,AD6B17D3,B00067,PHY2210,4,Zacharie Salimata,F,11.99,2019,IA
2020-2021,4,A077C012,B00068,PHY2210,4,Camara Nouhou,M,7.43,2019,GE
2020-2021,4,A91FB1D3,B00069,PHY2210,4,Souleymane Zénab,F,10.62,2019,IA
2020-2021,4,AB0D72CC,B00070,PHY2210,4,Maïga Kassim,M,5.53,2019,SRI
2020-2021,4,AF57CB9F,B00071,PHY2210,4,Alassane Sada,M,7.39,2019,SRI
2020-2021,4,A99F0522,B00072,PHY2210,4,Tao Rachid,M,14.15,2019,GL
2020-2021,4,A1DCED28,B00073,PHY2210,4,Adama Daouda,M,8.88,2019,GM
2020-2021,4,A3DF14C2,B00074,PHY2210,4,Cissé Samba,M,9.91,2019,GM
2020-2021,4,ABE615E0,B00075,PHY2210,4,Bâ Zana,F,7.93,2019,GL
2020-2021,4,A4CDB493,B00076,PHY2210,4,Sangaré Abdou,M,13.28,2019,SRI
2020-2021,4,A224387D,B00077,PHY2210,4,Bamba Cheick,M,6.91,2019,IA
2020-2021,4,AD807E2D,B00078,PHY2210,4,Gakou Rahmatou,F,1.24,2019,GE
2020-2021,4,AEAC2B94,B00079,PHY2210,4,Karim Lamine,M,11.42,2019,GE
2020-2021,4,A079F848,B00080,PHY2210,4,Fatoumata Abdoulaye,M,0.0,2019,GL
2020-2021,4,A49529B1,B00081,PHY2210,4,Oumar Mahamane,M,8.5,2019,GL
2020-2021,4,A908F510,B00082,PHY2210,4,Kéita Aïda,F,9.4,2019,LT
2020-2021,4,A28AF623,B00083,PHY2210,4,Fatoumata Younoussa,M,7.98,2019,GL
2020-2021,4,A92CF342,B00084,PHY2210,4,Sangaré Modibo,M,10.84,2019,GE
2020-2021,4,A90BA7D3,B00085,PHY2210,4,Bouna Mahamane,M,7.25,2019,IA
2020-2021,4,AF81BEF9,B00086,PHY2210,4,Abdou Sitan,F,14.63,2019,GC
2020-2021,4,A5F0BCA8,B00087,PHY2210,4,Zoumana Boureima,M,7.22,2019,GE
2020-2021,4,AD9EB73C,B00088,PHY2210,4,Maïga Ousmane,M,7.1,2019,IA
2020-2021,4,A61B7FA2,B00089,PHY2210,4,Lassana Halima,F,11.51,2019,GC
2020-2021,4,A3F2C91C,B00090,PHY2210,4,Yacouba Issiaka,M,10.77,2019,GM
2020-2021,4,A73F1B6C,B00091,PHY2210,4,Djité Cheick,M,10.06,2019,IS
2020-2021,4,AB07F4AF,B00092,PHY2210,4,Bamba Fodé,M,16.06,2019,GE
2020-2021,4,A7AACFFD,B00093,PHY2210,4,Zoumana Boureima,M,11.51,2019,IA
2020-2021,4,A3D5A8AF,B00094,PHY2210,4,Coulibaly Daouda,M,12.84,2019,IS
2020-2021,4,A4830E32,B00095,PHY2210,4,Ibrahim Soumaïla,M,8.47,2019,SRI
2021-2022,5,A31E1B63,B00001,ART3100,2,Issa Sata,F,11.49,2019,GL
2021-2022,5,A51D533C,B00002,ART3100,2,Guindo Djibril,M,13.73,2019,GM
2021-2022,5,AC773862,B00003,ART3100,2,Karim Vieux,M,14.53,2019,GL
2021-2022,5,A59C175B,B00004,ART3100,2,Kanté Salif,M,15.92,2019,IS
2021-2022,5,A6813438,B00005,ART3100,2,Zouma Souleymane,M,2.86,2019,GM
2021-2022,5,A5A74F91,B00006,ART3100,2,Tao Djibril,M,19.54,2019,IA
2021-2022,5,A58A4E30,B00007,ART3100,2,Mamadou Yasmine,F,19.17,2019,GC
2021-2022,5,A11DDA23,B00008,ART3100,2,Berg Aïda,F,16.19,2019,IS
2021-2022,5,AD9AB4C2,B00009,ART3100,2,Bakary Youssouf,M,18.05,2019,GL
2021-2022,5,AD047D3B,B00010,ART3100,2,Sitan Fodé,M,16.01,2019,GC
2021-2022,5,A06439DC,B00011,ART3100,2,Issa Aïssatou,F,8.18,2019,IA
2021-2022,5,A4745C6A,B00012,ART3100,2,Zacharie Kadidia,F,18.42,2019,GL
2021-2022,5,AC06AEEF,B00013,ART3100,2,Aminata Karim,M,7.81,2019,IA
2021-2022,5,A6C3C7D4,B00014,ART3100,2,Diabaté Ibrahim,M,13.57,2019,GC
2021-2022,5,ACA0DD76,B00015,ART3100,2,Aïcha Aïssatou,F,12.91,2019,GE
2021-2022,5,AFB6D318,B00016,ART3100,2,Gakou Abdoulaye,M,11.4,2019,GC
2021-2022,5,A785E4DD,B00017,ART3100,2,Lassana Sidi,M,14.22,2019,IA
2021-2022,5,A36FEB8D,B00018,ART3100,2,Sata Cheick,M,19.81,2019,GM
2021-2022,5,A8FEBE91,B00019,ART3100,2,Mata Djibril,M,12.27,2019,LT
2021-2022,5,A1F398C7,B00020,ART3100,2,Sidibé M'mah,F,16.26,2019,IA
2021-2022,5,A5E2718A,B00021,ART3100,2,Halima Kassim,M,9.82,2019,GL
2021-2022,5,A0E37447,B00022,ART3100,2,Habib Moussa,M,12.41,2019,LT
2021-2022,5,ABD9F846,B00023,ART3100,2,Berg Aïcha,F,15.4,2019,LT
2021-2022,5,AC3731B2,B00024,ART3100,2,Gakou Hawa,F,16.6,2019,GL
2021-2022,5,AF256CB5,B00025,ART3100,2,Rahmatou Assa,F,11.94,2019,GM
2021-2022,5,A8EB8FDD,B00026,ART3100,2,Nafissa Fatou,F,20.0,2019,IS
2021-2022,5,A1149066,B00027,ART3100,2,Mata Bakary,M,14.78,2019,IS
2021-2022,5,A52EC93B,B00028,ART3100,2,Mamadou Rahmatou,F,15.24,2019,IS
2021-2022,5,AABE3263,B00029,ART3100,2,Koman Nafissa,F,15.24,2019,GL
2021-2022,5,ACC2EC0E,B00030,ART3100,2,Awa Abdoulaye,M,12.51,2019,GE
2021-2022,5,AF954601,B00031,ART3100,2,Traoré Sidi,M,20.0,2019,GM
2021-2022,5,AA2C64E4,B00032,ART3100,2,Nabintou Youssouf,M,11.12,2019,IA
2021-2022,5,AD17AD4E,B00033,ART3100,2,Djibril Bakary,M,11.25,2019,GC
2021-2022,5,A901D989,B00034,ART3100,2,Ibrahim Boureima,M,9.33,2019,IS
2021-2022,5,A7AF5541,B00035,ART3100,2,Sylla Abdoulaye,M,17.69,2019,SRI
2021-2022,5,AF02D1AB,B00036,ART3100,2,Salimata Elhadj,M,17.17,2019,GC
2021-2022,5,AE61D142,B00037,ART3100,2,Zacharie Habib,M,13.01,2019,GE
2021-2022,5,A37165BA,B00038,ART3100,2,Keita Fodé,M,8.07,2019,IS
2021-2022,5,A233A7DD,B00039,ART3100,2,Zoumana Fanta,F,15.62,2019,LT
2021-2022,5,A8BFE517,B00040,ART3100,2,Kadiatou Mamane,M,16.52,2019,GC
2021-2022,5,A3031285,B00041,ART3100,2,Barry Ousmane,M,15.54,2019,GC
2021-2022,5,A44FC3D4,B00042,ART3100,2,Younoussa Boureima,M,14.23,2019,GM
2021-2022,5,A2DF4567,B00043,ART3100,2,Gakou Fanta,F,18.37,2019,IA
2021-2022,5,A84C72D9,B00044,ART3100,2,Zouma Fatou,F,17.64,2019,GE
2021-2022,5,ADF08647,B00045,ART3100,2,Mariam Ibrahim,M,12.64,2019,IS
2021-2022,5,A4C24F61,B00046,ART3100,2,Yattabaye Abdou,M,14.26,2019,SRI
2021-2022,5,A9441997,B00047,ART3100,2,Diabaté Mahamadou,M,13.71,2019,GM
2021-2022,5,A36F6C19,B00048,ART3100,2,Koné Harouna,M,10.41,2019,IA
2021-2022,5,AC4AAE1D,B00049,ART3100,2,Younoussa Issiaka,M,15.09,2019,LT
2021-2022,5,AC006A0F,B00050,ART3100,2,Oumou Lassana,M,18.51,2019,GC
2021-2022,5,A6CA6F44,B00051,ART3100,2,Kanté Zacharie,M,15.01,2019,GM
2021-2022,5,AFBDA9C3,B00052,ART3100,2,Oumou Souleymane,M,15.38,2019,GL
2021-2022,5,AED7182B,B00053,ART3100,2,Tandja Brahima,M,18.7,2019,GM
2021-2022,5,A348C74A,B00054,ART3100,2,Keita Alhassane,M,16.74,2019,GE
2021-2022,5,A98A6D0A,B00055,ART3100,2,Zouolé Amadou,M,17.66,2019,IA
2021-2022,5,AF699897,B00056,ART3100,2,Salimata Abdoulaye,M,17.38,2019,GL
2021-2022,5,A44ECF28,B00057,ART3100,2,Gano Mahamadou,M,11.82,2019,SRI
2021-2022,5,A4235FA3,B00058,ART3100,2,Sali Tidjani,M,15.25,2019,GC
2021-2022,5,AA094516,B00059,ART3100,2,Karim Oumou,F,14.51,2019,LT
2021-2022,5,A0CF3098,B00060,ART3100,2,Sacko Bakary,M,11.23,2019,GM
2021-2022,5,ADC8F01C,B00061,ART3100,2,Oumar Cheick,M,10.71,2019,GL
2021-2022,5,AC2DBB0B,B00062,ART3100,2,Sacko Ibrahim,M,11.0,2019,GL
2021-2022,5,A4892699,B00063,ART3100,2,Camara Issiaka,M,10.71,2019,GC
2021-2022,5,A7F25F9D,B00064,ART3100,2,Lala Awa,F,8.78,2019,GL
2021-2022,5,A7E4DDDA,B00065,ART3100,2,Makan Vieux,M,8.32,2019,IS
2021-2022,5,A92B1306,B00066,ART3100,2,Amadou Souleymane,M,19.67,2019,IS
2021-2022,5,AD6B17D3,B00067,ART3100,2,Zacharie Salimata,F,15.55,2019,IA
2021-2022,5,A077C012,B00068,ART3100,2,Camara Nouhou,M,16.38,2019,GE
2021-2022,5,A91FB1D3,B00069,ART3100,2,Souleymane Zénab,F,20.0,2019,IA
2021-2022,5,AB0D72CC,B00070,ART3100,2,Maïga Kassim,M,16.4,2019,SRI
2021-2022,5,AF57CB9F,B00071,ART3100,2,Alassane Sada,M,8.18,2019,SRI
2021-2022,5,A99F0522,B00072,ART3100,2,Tao Rachid,M,18.35,2019,GL
2021-2022,5,A1DCED28,B00073,ART3100,2,Adama Daouda,M,13.05,2019,GM
2021-2022,5,A3DF14C2,B00074,ART3100,2,Cissé Samba,M,12.33,2019,GM
2021-2022,5,ABE615E0,B00075,ART3100,2,Bâ Zana,F,10.38,2019,GL
2021-2022,5,A4CDB493,B00076,ART3100,2,Sangaré Abdou,M,14.01,2019,SRI
2021-2022,5,A224387D,B00077,ART3100,2,Bamba Cheick,M,11.22,2019,IA
2021-2022,5,AD807E2D,B00078,ART3100,2,Gakou Rahmatou,F,12.75,2019,GE
2021-2022,5,AEAC2B94,B00079,ART3100,2,Karim Lamine,M,15.78,2019,GE
2021-2022,5,A079F848,B00080,ART3100,2,Fatoumata Abdoulaye,M,15.65,2019,GL
2021-2022,5,A49529B1,B00081,ART3100,2,Oumar Mahamane,M,15.11,2019,GL
2021-2022,5,A908F510,B00082,ART3100,2,Kéita Aïda,F,17.21,2019,LT
2021-2022,5,A28AF623,B00083,ART3100,2,Fatoumata Younoussa,M,13.44,2019,GL
2021-2022,5,A92CF342,B00084,ART3100,2,Sangaré Modibo,M,11.8,2019,GE
2021-2022,5,A90BA7D3,B00085,ART3100,2,Bouna Mahamane,M,12.6,2019,IA
2021-2022,5,AF81BEF9,B00086,ART3100,2,Abdou Sitan,F,15.72,2019,GC
2021-2022,5,A5F0BCA8,B00087,ART3100,2,Zoumana Boureima,M,3.21,2019,GE
2021-2022,5,AD9EB73C,B00088,ART3100,2,Maïga Ousmane,M,10.62,2019,IA
2021-2022,5,A61B7FA2,B00089,ART3100,2,Lassana Halima,F,18.08,2019,GC
2021-2022,5,A3F2C91C,B00090,ART3100,2,Yacouba Issiaka,M,16.55,2019,GM
2021-2022,5,A73F1B6C,B00091,ART3100,2,Djité Cheick,M,11.91,2019,IS
2021-2022,5,AB07F4AF,B00092,ART3100,2,Bamba Fodé,M,18.18,2019,GE
2021-2022,5,A7AACFFD,B00093,ART3100,2,Zoumana Boureima,M,5.45,2019,IA
2021-2022,5,A3D5A8AF,B00094,ART3100,2,Coulibaly Daouda,M,17.15,2019,IS
2021-2022,5,A4830E32,B00095,ART3100,2,Ibrahim Soumaïla,M,19.01,2019,SRI
2021-2022,5,A31E1B63,B00001,ART3101,2,Issa Sata,F,16.02,2019,GL
2021-2022,5,A51D533C,B00002,ART3101,2,Guindo Djibril,M,6.28,2019,GM
2021-2022,5,AC773862,B00003,ART3101,2,Karim Vieux,M,9.12,2019,GL
2021-2022,5,A59C175B,B00004,ART3101,2,Kanté Salif,M,19.52,2019,IS
2021-2022,5,A6813438,B00005,ART3101,2,Zouma Souleymane,M,15.88,2019,GM
2021-2022,5,A5A74F91,B00006,ART3101,2,Tao Djibril,M,11.1,2019,IA
2021-2022,5,A58A4E30,B00007,ART3101,2,Mamadou Yasmine,F,20.0,2019,GC
2021-2022,5,A11DDA23,B00008,ART3101,2,Berg Aïda,F,12.48,2019,IS
2021-2022,5,AD9AB4C2,B00009,ART3101,2,Bakary Youssouf,M,13.66,2019,GL
2021-2022,5,AD047D3B,B00010,ART3101,2,Sitan Fodé,M,9.87,2019,GC
2021-2022,5,A06439DC,B00011,ART3101,2,Issa Aïssatou,F,6.64,2019,IA
2021-2022,5,A4745C6A,B00012,ART3101,2,Zacharie Kadidia,F,12.24,2019,GL
2021-2022,5,AC06AEEF,B00013,ART3101,2,Aminata Karim,M,14.65,2019,IA
2021-2022,5,A6C3C7D4,B00014,ART3101,2,Diabaté Ibrahim,M,18.65,2019,GC
2021-2022,5,ACA0DD76,B00015,ART3101,2,Aïcha Aïssatou,F,11.99,2019,GE
2021-2022,5,AFB6D318,B00016,ART3101,2,Gakou Abdoulaye,M,10.46,2019,GC
2021-2022,5,A785E4DD,B00017,ART3101,2,Lassana Sidi,M,14.96,2019,IA
2021-2022,5,A36FEB8D,B00018,ART3101,2,Sata Cheick,M,17.14,2019,GM
2021-2022,5,A8FEBE91,B00019,ART3101,2,Mata Djibril,M,8.8,2019,LT
2021-2022,5,A1F398C7,B00020,ART3101,2,Sidibé M'mah,F,14.77,2019,IA
2021-2022,5,A5E2718A,B00021,ART3101,2,Halima Kassim,M,15.32,2019,GL
2021-2022,5,A0E37447,B00022,ART3101,2,Habib Moussa,M,17.45,2019,LT
2021-2022,5,ABD9F846,B00023,ART3101,2,Berg Aïcha,F,14.12,2019,LT
2021-2022,5,AC3731B2,B00024,ART3101,2,Gakou Hawa,F,20.0,2019,GL
2021-2022,5,AF256CB5,B00025,ART3101,2,Rahmatou Assa,F,20.0,2019,GM
2021-2022,5,A8EB8FDD,B00026,ART3101,2,Nafissa Fatou,F,14.03,2019,IS
2021-2022,5,A1149066,B00027,ART3101,2,Mata Bakary,M,14.37,2019,IS
2021-2022,5,A52EC93B,B00028,ART3101,2,Mamadou Rahmatou,F,14.3,2019,IS
2021-2022,5,AABE3263,B00029,ART3101,2,Koman Nafissa,F,9.28,2019,GL
2021-2022,5,ACC2EC0E,B00030,ART3101,2,Awa Abdoulaye,M,15.21,2019,GE
2021-2022,5,AF954601,B00031,ART3101,2,Traoré Sidi,M,12.79,2019,GM
2021-2022,5,AA2C64E4,B00032,ART3101,2,Nabintou Youssouf,M,12.8,2019,IA
2021-2022,5,AD17AD4E,B00033,ART3101,2,Djibril Bakary,M,16.78,2019,GC
2021-2022,5,A901D989,B00034,ART3101,2,Ibrahim Boureima,M,12.69,2019,IS
2021-2022,5,A7AF5541,B00035,ART3101,2,Sylla Abdoulaye,M,8.53,2019,SRI
2021-2022,5,AF02D1AB,B00036,ART3101,2,Salimata Elhadj,M,15.68,2019,GC
2021-2022,5,AE61D142,B00037,ART3101,2,Zacharie Habib,M,15.8,2019,GE
2021-2022,5,A37165BA,B00038,ART3101,2,Keita Fodé,M,14.72,2019,IS
2021-2022,5,A233A7DD,B00039,ART3101,2,Zoumana Fanta,F,13.92,2019,LT
2021-2022,5,A8BFE517,B00040,ART3101,2,Kadiatou Mamane,M,14.84,2019,GC
2021-2022,5,A3031285,B00041,ART3101,2,Barry Ousmane,M,8.8,2019,GC
2021-2022,5,A44FC3D4,B00042,ART3101,2,Younoussa Boureima,M,14.44,2019,GM
2021-2022,5,A2DF4567,B00043,ART3101,2,Gakou Fanta,F,17.95,2019,IA
2021-2022,5,A84C72D9,B00044,ART3101,2,Zouma Fatou,F,18.41,2019,GE
2021-2022,5,ADF08647,B00045,ART3101,2,Mariam Ibrahim,M,15.96,2019,IS
2021-2022,5,A4C24F61,B00046,ART3101,2,Yattabaye Abdou,M,14.41,2019,SRI
2021-2022,5,A9441997,B00047,ART3101,2,Diabaté Mahamadou,M,20.0,2019,GM
2021-2022,5,A36F6C19,B00048,ART3101,2,Koné Harouna,M,6.12,2019,IA
2021-2022,5,AC4AAE1D,B00049,ART3101,2,Younoussa Issiaka,M,20.0,2019,LT
2021-2022,5,AC006A0F,B00050,ART3101,2,Oumou Lassana,M,17.93,2019,GC
2021-2022,5,A6CA6F44,B00051,ART3101,2,Kanté Zacharie,M,8.39,2019,GM
2021-2022,5,AFBDA9C3,B00052,ART3101,2,Oumou Souleymane,M,16.52,2019,GL
2021-2022,5,AED7182B,B00053,ART3101,2,Tandja Brahima,M,16.19,2019,GM
2021-2022,5,A348C74A,B00054,ART3101,2,Keita Alhassane,M,12.28,2019,GE
2021-2022,5,A98A6D0A,B00055,ART3101,2,Zouolé Amadou,M,7.12,2019,IA
2021-2022,5,AF699897,B00056,ART3101,2,Salimata Abdoulaye,M,8.36,2019,GL
2021-2022,5,A44ECF28,B00057,ART3101,2,Gano Mahamadou,M,14.3,2019,SRI
2021-2022,5,A4235FA3,B00058,ART3101,2,Sali Tidjani,M,7.23,2019,GC
2021-2022,5,AA094516,B00059,ART3101,2,Karim Oumou,F,6.3,2019,LT
2021-2022,5,A0CF3098,B00060,ART3101,2,Sacko Bakary,M,17.28,2019,GM
